,Unnamed: 0,InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
4095,,55972,2015-05-07 17:54:24,Canada,2219,CAN2,Female,8.5,39,6.5,179,0.0,2015,5,179.0
4096,,55973,2015-05-07 18:23:12,United States,2147,US1,Male,9.0,42,8.5,149,0.0,2015,5,149.0
4097,,55974,2015-05-07 18:52:00,Canada,2160,CAN1,Male,12.0,45,11.5,169,0.0,2015,5,169.0
4098,,55975,2015-05-07 22:42:24,United States,2158,US2,Male,11.0,44,10.5,189,0.0,2015,5,189.0
4099,,55976,2015-05-07 22:42:24,Germany,2163,GER1,Male,10.5,43-44,10.0,129,0.0,2015,5,129.0
4100,,55977,2015-05-08 02:32:48,Germany,2197,GER2,Female,8.5,39,6.5,189,0.1,2015,5,170.1
4101,,55978,2015-05-08 06:37:36,Germany,2181,GER1,Male,11.0,44,10.5,159,0.0,2015,5,159.0
4102,,55979,2015-05-08 06:52:00,Germany,2158,GER1,Male,10.5,43-44,10.0,169,0.0,2015,5,169.0
4103,,55980,2015-05-08 07:35:12,Germany,2201,GER1,Male,10.5,43-44,10.0,159,0.1,2015,5,143.1
4104,,55981,2015-05-08 09:59:12,Germany,2184,GER1,Male,9.5,42-43,9.0,159,0.0,2015,5,159.0
4105,,55982,2015-05-08 10:13:36,United States,2236,US15,Female,8.0,38-39,6.0,169,0.0,2015,5,169.0
4106,,55982,2015-05-08 10:13:36,United States,2174,US15,Female,8.0,38-39,6.0,199,0.2,2015,5,159.20000000000002
4107,,55983,2015-05-08 13:06:24,United States,2224,US15,Female,9.0,39-40,7.0,199,0.1,2015,5,179.1
4108,,55984,2015-05-08 15:01:36,Canada,2203,CAN1,Female,9.0,39-40,7.0,149,0.0,2015,5,149.0
4109,,55985,2015-05-08 15:01:36,United States,2163,US14,Female,7.5,38,5.5,129,0.5,2015,5,64.5
4110,,55985,2015-05-08 15:01:36,United States,2239,US12,Male,9.5,42-43,9.0,159,0.0,2015,5,159.0
4111,,55986,2015-05-08 17:54:24,Canada,2159,CAN5,Female,7.5,38,5.5,159,0.0,2015,5,159.0
4112,,55986,2015-05-08 17:54:24,Canada,2217,CAN6,Female,8.5,39,6.5,159,0.0,2015,5,159.0
4113,,55987,2015-05-08 18:23:12,United States,2151,US7,Male,10.5,43-44,10.0,159,0.0,2015,5,159.0
4114,,55988,2015-05-08 22:42:24,United States,2220,US12,Female,9.5,40,7.5,189,0.5,2015,5,94.5
4115,,55988,2015-05-08 22:42:24,United States,2157,US13,Female,7.5,38,5.5,139,0.0,2015,5,139.0
4116,,55989,2015-05-09 00:23:12,United States,2227,US14,Male,10.5,43-44,10.0,199,0.0,2015,5,199.0
4117,,55990,2015-05-09 01:20:48,Germany,2149,GER2,Female,8.5,39,6.5,139,0.0,2015,5,139.0
4118,,55991,2015-05-09 01:20:48,United States,2232,US13,Male,6.0,39,5.5,149,0.2,2015,5,119.2
4119,,55991,2015-05-09 01:20:48,United States,2157,US13,Male,8.5,41-42,8.0,139,0.0,2015,5,139.0
4120,,55992,2015-05-09 01:49:36,United States,2169,US14,Male,10.5,43-44,10.0,139,0.0,2015,5,139.0
4121,,55993,2015-05-09 04:13:36,Canada,2194,CAN5,Male,9.5,42-43,9.0,129,0.0,2015,5,129.0
4122,,55993,2015-05-09 04:13:36,Canada,2177,CAN6,Male,9.5,42-43,9.0,189,0.5,2015,5,94.5
4123,,55994,2015-05-09 07:35:12,Germany,2200,GER2,Male,8.0,41,7.5,139,0.5,2015,5,69.5
4124,,55995,2015-05-09 13:06:24,United Kingdom,2242,UK1,Male,8.0,41,7.5,129,0.3,2015,5,90.3
4125,,55996,2015-05-09 15:01:36,Canada,2241,CAN5,Female,9.0,39-40,7.0,159,0.0,2015,5,159.0
4126,,55997,2015-05-09 15:01:36,United States,2147,US12,Male,9.0,42,8.5,169,0.2,2015,5,135.20000000000002
4127,,55998,2015-05-09 15:01:36,Germany,2197,GER1,Male,8.5,41-42,8.0,139,0.1,2015,5,125.10000000000001
4128,,55999,2015-05-09 22:42:24,Germany,2206,GER1,Male,13.0,46,12.5,159,0.0,2015,5,159.0
4129,,56000,2015-05-10 01:20:48,United States,2232,US13,Male,6.0,39,5.5,149,0.2,2015,5,119.2
4130,,56001,2015-05-10 01:49:36,United States,2202,US14,Female,10.0,40-41,8.0,129,0.3,2015,5,90.3
4131,,56002,2015-05-10 02:32:48,United States,2158,US14,Female,7.5,38,5.5,179,0.2,2015,5,143.20000000000002
4132,,56003,2015-05-10 04:13:36,Germany,2215,GER2,Male,9.5,42-43,9.0,199,0.3,2015,5,139.29999999999998
4133,,56004,2015-05-10 04:13:36,United States,2225,US15,Female,7.5,38,5.5,179,0.1,2015,5,161.1
4134,,56005,2015-05-10 07:35:12,United States,2159,US12,Female,8.0,38-39,6.0,159,0.0,2015,5,159.0
4135,,56006,2015-05-10 10:28:00,Germany,2168,GER2,Female,8.5,39,6.5,139,0.2,2015,5,111.2
4136,,56007,2015-05-10 14:04:00,Canada,2165,CAN5,Female,9.5,40,7.5,129,0.0,2015,5,129.0
4137,,56008,2015-05-10 15:01:36,United States,2228,US14,Male,9.0,42,8.5,199,0.3,2015,5,139.29999999999998
4138,,56009,2015-05-10 15:44:48,Canada,2215,CAN6,Female,9.0,39-40,7.0,199,0.0,2015,5,199.0
4139,,56010,2015-05-10 19:49:36,United States,2230,US15,Male,9.0,42,8.5,169,0.0,2015,5,169.0
4140,,56011,2015-05-10 19:49:36,Germany,2186,GER1,Male,11.0,44,10.5,169,0.0,2015,5,169.0
4141,,56012,2015-05-11 00:08:48,United States,2200,US12,Female,8.0,38-39,6.0,199,0.0,2015,5,199.0
4142,,56012,2015-05-11 00:08:48,United States,2203,US12,Female,9.0,39-40,7.0,199,0.3,2015,5,139.29999999999998
4143,,56013,2015-05-11 00:37:36,United States,2213,US10,Male,13.0,46,12.5,139,0.3,2015,5,97.3
4144,,56014,2015-05-11 00:37:36,United Kingdom,2206,UK4,Female,8.0,38-39,6.0,179,0.0,2015,5,179.0
4145,,56015,2015-05-11 02:32:48,United States,2190,US6,Female,8.5,39,6.5,169,0.2,2015,5,135.20000000000002
4146,,56016,2015-05-11 02:32:48,Germany,2236,GER1,Male,9.5,42-43,9.0,199,0.2,2015,5,159.20000000000002
4147,,56017,2015-05-11 04:13:36,Germany,2241,GER2,Male,10.5,43-44,10.0,159,0.0,2015,5,159.0
4148,,56018,2015-05-11 05:25:36,United Kingdom,2160,UK4,Male,9.5,42-43,9.0,169,0.5,2015,5,84.5
4149,,56018,2015-05-11 05:25:36,United Kingdom,2234,UK5,Male,10.5,43-44,10.0,129,0.0,2015,5,129.0
4150,,56019,2015-05-11 09:59:12,United States,2191,US9,Female,7.0,37-38,5.0,169,0.0,2015,5,169.0
4151,,56020,2015-05-11 10:28:00,United States,2242,US14,Female,12.0,42-43,10.0,179,0.1,2015,5,161.1
4152,,56021,2015-05-11 12:23:12,Canada,2212,CAN5,Male,10.5,43-44,10.0,169,0.0,2015,5,169.0
4153,,56022,2015-05-11 14:04:00,United States,2187,US14,Female,6.0,36-37,4.0,159,0.0,2015,5,159.0
4154,,56022,2015-05-11 14:04:00,United States,2215,US13,Male,10.5,43-44,10.0,159,0.0,2015,5,159.0
4155,,56023,2015-05-11 14:47:12,United Kingdom,2149,UK3,Female,6.5,37,4.5,189,0.0,2015,5,189.0
4156,,56024,2015-05-11 15:16:00,Canada,2215,CAN6,Male,9.0,42,8.5,179,0.5,2015,5,89.5
4157,,56025,2015-05-11 15:44:48,United States,2225,US14,Male,11.5,44-45,11.0,159,0.3,2015,5,111.3
4158,,56026,2015-05-11 15:44:48,Canada,2220,CAN5,Female,8.0,38-39,6.0,169,0.0,2015,5,169.0
4159,,56027,2015-05-11 19:49:36,United States,2171,US10,Female,7.5,38,5.5,129,0.5,2015,5,64.5
4160,,56028,2015-05-11 19:49:36,Germany,2158,GER2,Female,9.0,39-40,7.0,199,0.0,2015,5,199.0
4161,,56029,2015-05-12 02:32:48,United States,2189,US12,Female,7.5,38,5.5,149,0.5,2015,5,74.5
4162,,56030,2015-05-12 04:13:36,Germany,2241,GER2,Male,10.5,43-44,10.0,159,0.0,2015,5,159.0
4163,,56031,2015-05-12 05:25:36,United Kingdom,2232,UK3,Male,9.5,42-43,9.0,169,0.0,2015,5,169.0
4164,,56032,2015-05-12 05:25:36,United States,2222,US15,Female,9.0,39-40,7.0,169,0.0,2015,5,169.0
4165,,56033,2015-05-12 07:06:24,United Kingdom,2168,UK5,Female,8.0,38-39,6.0,189,0.2,2015,5,151.20000000000002
4166,,56034,2015-05-12 09:59:12,Canada,2149,CAN6,Male,14.0,47,13.5,129,0.3,2015,5,90.3
4167,,56035,2015-05-12 12:08:48,Canada,2208,CAN6,Female,7.0,37-38,5.0,129,0.0,2015,5,129.0
4168,,56036,2015-05-12 14:47:12,Canada,2222,CAN2,Male,10.0,43,9.5,129,0.0,2015,5,129.0
4169,,56037,2015-05-12 15:16:00,United States,2202,US13,Female,7.5,38,5.5,189,0.5,2015,5,94.5
4170,,56038,2015-05-12 15:16:00,Canada,2190,CAN6,Male,10.5,43-44,10.0,179,0.1,2015,5,161.1
4171,,56039,2015-05-12 15:44:48,United States,2192,US14,Male,7.0,40,6.5,189,0.0,2015,5,189.0
4172,,56039,2015-05-12 15:44:48,United States,2185,US15,Male,10.0,43,9.5,169,0.2,2015,5,135.20000000000002
4173,,56040,2015-05-12 15:44:48,Germany,2191,GER2,Male,9.5,42-43,9.0,199,0.3,2015,5,139.29999999999998
4174,,56041,2015-05-12 17:54:24,Canada,2172,CAN6,Male,12.0,45,11.5,189,0.0,2015,5,189.0
4175,,56042,2015-05-12 19:49:36,Germany,2156,GER1,Male,9.0,42,8.5,159,0.3,2015,5,111.3
4176,,56043,2015-05-12 19:49:36,United Kingdom,2184,UK2,Male,9.0,42,8.5,129,0.2,2015,5,103.2
4177,,56044,2015-05-13 00:37:36,Germany,2236,GER1,Female,10.5,41,8.5,149,0.0,2015,5,149.0
4178,,56045,2015-05-13 00:52:00,United States,2194,US14,Male,9.5,42-43,9.0,159,0.0,2015,5,159.0
4179,,56046,2015-05-13 05:25:36,United Kingdom,2225,UK5,Female,6.5,37,4.5,169,0.0,2015,5,169.0
4180,,56046,2015-05-13 05:25:36,United Kingdom,2164,UK1,Male,11.0,44,10.5,149,0.0,2015,5,149.0
4181,,56047,2015-05-13 12:08:48,Canada,2192,CAN6,Female,7.0,37-38,5.0,149,0.0,2015,5,149.0
4182,,56048,2015-05-13 12:23:12,United States,2168,US3,Female,7.0,37-38,5.0,169,0.1,2015,5,152.1
4183,,56049,2015-05-13 13:06:24,United Kingdom,2149,UK1,Female,8.0,38-39,6.0,179,0.0,2015,5,179.0
4184,,56050,2015-05-13 13:49:36,United States,2179,US7,Female,8.0,38-39,6.0,139,0.0,2015,5,139.0
4185,,56051,2015-05-13 15:16:00,Germany,2158,GER2,Female,7.5,38,5.5,129,0.0,2015,5,129.0
4186,,56051,2015-05-13 15:16:00,Germany,2163,GER1,Male,10.5,43-44,10.0,129,0.0,2015,5,129.0
4187,,56051,2015-05-13 15:16:00,Germany,2187,GER2,Female,8.5,39,6.5,199,0.0,2015,5,199.0
4188,,56052,2015-05-13 19:49:36,Germany,2172,GER2,Female,9.0,39-40,7.0,159,0.0,2015,5,159.0
4189,,56053,2015-05-13 22:56:48,United States,2191,US5,Female,12.0,42-43,10.0,179,0.0,2015,5,179.0
4190,,56054,2015-05-13 23:25:36,United States,2218,US12,Male,9.0,42,8.5,179,0.0,2015,5,179.0
4191,,56055,2015-05-14 05:54:24,United Kingdom,2181,UK4,Female,6.5,37,4.5,149,0.3,2015,5,104.3
4192,,56056,2015-05-14 07:06:24,Germany,2204,GER1,Male,10.5,43-44,10.0,199,0.0,2015,5,199.0
4193,,56057,2015-05-14 07:35:12,United States,2225,US14,Male,11.5,44-45,11.0,159,0.3,2015,5,111.3
4194,,56058,2015-05-14 08:18:24,Germany,2184,GER1,Male,9.5,42-43,9.0,159,0.0,2015,5,159.0
4195,,56059,2015-05-14 08:32:48,United States,2149,US12,Male,11.5,44-45,11.0,179,0.0,2015,5,179.0
4196,,56060,2015-05-14 09:44:48,Germany,2193,GER1,Female,9.0,39-40,7.0,179,0.0,2015,5,179.0
4197,,56061,2015-05-14 12:08:48,Canada,2171,CAN3,Female,7.0,37-38,5.0,159,0.2,2015,5,127.2
4198,,56062,2015-05-14 13:06:24,United States,2171,US15,Female,9.0,39-40,7.0,139,0.0,2015,5,139.0
4199,,56063,2015-05-14 13:06:24,Germany,2225,GER1,Male,9.5,42-43,9.0,179,0.0,2015,5,179.0
4200,,56064,2015-05-14 21:30:24,United States,2242,US13,Female,8.5,39,6.5,169,0.2,2015,5,135.20000000000002
4201,,56065,2015-05-14 22:56:48,United States,2174,US12,Female,12.0,42-43,10.0,159,0.0,2015,5,159.0
4202,,56066,2015-05-14 23:25:36,Canada,2160,CAN6,Female,9.5,40,7.5,189,0.0,2015,5,189.0
4203,,56067,2015-05-15 02:18:24,United States,2184,US6,Male,9.5,42-43,9.0,189,0.1,2015,5,170.1
4204,,56068,2015-05-15 03:59:12,United States,2158,US2,Male,11.0,44,10.5,189,0.0,2015,5,189.0
4205,,56069,2015-05-15 05:54:24,United Kingdom,2149,UK3,Female,6.5,37,4.5,189,0.0,2015,5,189.0
4206,,56070,2015-05-15 06:23:12,United Kingdom,2179,UK5,Male,9.0,42,8.5,139,0.5,2015,5,69.5
4207,,56071,2015-05-15 08:18:24,Germany,2238,GER3,Male,10.0,43,9.5,149,0.2,2015,5,119.2
4208,,56072,2015-05-15 11:54:24,Germany,2234,GER1,Male,9.0,42,8.5,169,0.2,2015,5,135.20000000000002
4209,,56073,2015-05-15 12:23:12,Germany,2148,GER2,Male,8.5,41-42,8.0,169,0.1,2015,5,152.1
4210,,56074,2015-05-15 18:37:36,United Kingdom,2202,UK1,Female,10.5,41,8.5,159,0.2,2015,5,127.2
4211,,56075,2015-05-15 22:56:48,United States,2236,US14,Female,12.0,42-43,10.0,139,0.5,2015,5,69.5
4212,,56076,2015-05-16 00:52:00,Germany,2242,GER2,Male,9.0,42,8.5,189,0.0,2015,5,189.0
4213,,56077,2015-05-16 03:59:12,Canada,2186,CAN1,Male,10.5,43-44,10.0,129,0.3,2015,5,90.3
4214,,56078,2015-05-16 06:52:00,United Kingdom,2187,UK2,Female,9.5,40,7.5,139,0.1,2015,5,125.10000000000001
4215,,56079,2015-05-16 08:32:48,United States,2226,US12,Female,8.5,39,6.5,169,0.2,2015,5,135.20000000000002
4216,,56080,2015-05-16 09:59:12,United States,2190,US6,Female,8.5,39,6.5,169,0.2,2015,5,135.20000000000002
4217,,56081,2015-05-16 10:42:24,United States,2206,US8,Male,9.5,42-43,9.0,139,0.5,2015,5,69.5
4218,,56082,2015-05-16 11:54:24,United States,2240,US15,Female,7.5,38,5.5,159,0.0,2015,5,159.0
4219,,56083,2015-05-16 14:04:00,Germany,2165,GER1,Male,10.5,43-44,10.0,129,0.0,2015,5,129.0
4220,,56084,2015-05-16 18:37:36,United Kingdom,2150,UK3,Female,10.5,41,8.5,199,0.0,2015,5,199.0
4221,,56085,2015-05-16 21:16:00,United States,2231,US5,Male,10.0,43,9.5,159,0.1,2015,5,143.1
4222,,56086,2015-05-16 22:42:24,Canada,2234,CAN7,Male,11.0,44,10.5,159,0.2,2015,5,127.2
4223,,56087,2015-05-16 23:40:00,Germany,2229,GER1,Male,10.0,43,9.5,199,0.2,2015,5,159.20000000000002
4224,,56088,2015-05-16 23:40:00,United States,2189,US12,Female,9.5,40,7.5,189,0.0,2015,5,189.0
4225,,56089,2015-05-17 00:52:00,Germany,2182,GER2,Male,10.5,43-44,10.0,159,0.5,2015,5,79.5
4226,,56090,2015-05-17 07:20:48,United States,2190,US8,Male,9.5,42-43,9.0,199,0.0,2015,5,199.0
4227,,56091,2015-05-17 09:30:24,United Kingdom,2199,UK5,Male,10.0,43,9.5,149,0.0,2015,5,149.0
4228,,56092,2015-05-17 09:30:24,United States,2239,US4,Female,7.0,37-38,5.0,189,0.3,2015,5,132.29999999999998
4229,,56093,2015-05-17 09:44:48,Germany,2233,GER2,Male,10.0,43,9.5,169,0.0,2015,5,169.0
4230,,56094,2015-05-17 10:42:24,United States,2187,US13,Female,8.0,38-39,6.0,139,0.0,2015,5,139.0
4231,,56094,2015-05-17 10:42:24,United States,2194,US2,Male,12.0,45,11.5,129,0.1,2015,5,116.10000000000001
4232,,56095,2015-05-17 11:54:24,Germany,2186,GER1,Male,11.0,44,10.5,169,0.0,2015,5,169.0
4233,,56096,2015-05-17 14:04:00,Germany,2191,GER2,Male,11.5,44-45,11.0,179,0.0,2015,5,179.0
4234,,56097,2015-05-17 23:40:00,United States,2224,US13,Female,7.5,38,5.5,199,0.0,2015,5,199.0
4235,,56098,2015-05-18 00:52:00,Germany,2188,GER2,Female,7.5,38,5.5,159,0.0,2015,5,159.0
4236,,56099,2015-05-18 00:52:00,Canada,2235,CAN1,Male,10.0,43,9.5,199,0.5,2015,5,99.5
4237,,56100,2015-05-18 01:06:24,United States,2193,US15,Male,10.5,43-44,10.0,199,0.0,2015,5,199.0
4238,,56101,2015-05-18 01:49:36,Germany,2210,GER2,Male,9.0,42,8.5,199,0.0,2015,5,199.0
4239,,56102,2015-05-18 02:04:00,United States,2183,US12,Female,9.5,40,7.5,199,0.2,2015,5,159.20000000000002
4240,,56103,2015-05-18 03:16:00,Canada,2242,CAN2,Female,9.5,40,7.5,159,0.2,2015,5,127.2
4241,,56104,2015-05-18 09:30:24,United States,2234,US13,Female,7.0,37-38,5.0,139,0.0,2015,5,139.0
4242,,56105,2015-05-18 09:44:48,United States,2197,US13,Female,7.5,38,5.5,189,0.2,2015,5,151.20000000000002
4243,,56106,2015-05-18 09:59:12,United States,2165,US11,Female,8.5,39,6.5,189,0.1,2015,5,170.1
4244,,56107,2015-05-18 10:42:24,United States,2188,US13,Female,8.0,38-39,6.0,169,0.0,2015,5,169.0
4245,,56107,2015-05-18 10:42:24,United States,2184,US13,Female,12.0,42-43,10.0,169,0.0,2015,5,169.0
4246,,56108,2015-05-18 10:56:48,United States,2217,US12,Male,10.0,43,9.5,149,0.0,2015,5,149.0
4247,,56109,2015-05-18 12:23:12,Canada,2194,CAN3,Male,9.5,42-43,9.0,159,0.2,2015,5,127.2
4248,,56110,2015-05-18 16:42:24,Canada,2154,CAN7,Male,9.5,42-43,9.0,169,0.0,2015,5,169.0
4249,,56111,2015-05-18 18:08:48,United States,2230,US15,Male,9.0,42,8.5,169,0.0,2015,5,169.0
4250,,56112,2015-05-18 20:18:24,Germany,2171,GER2,Female,10.0,40-41,8.0,169,0.0,2015,5,169.0
4251,,56113,2015-05-18 22:42:24,United States,2200,US4,Female,4.5,35,2.5,149,0.1,2015,5,134.1
4252,,56114,2015-05-18 23:40:00,United States,2200,US13,Female,7.5,38,5.5,159,0.5,2015,5,79.5
4253,,56115,2015-05-19 00:52:00,Canada,2155,CAN2,Male,12.0,45,11.5,199,0.0,2015,5,199.0
4254,,56116,2015-05-19 01:06:24,Germany,2230,GER2,Female,10.5,41,8.5,129,0.0,2015,5,129.0
4255,,56117,2015-05-19 01:06:24,United States,2171,US10,Female,8.0,38-39,6.0,149,0.2,2015,5,119.2
4256,,56118,2015-05-19 02:04:00,United States,2207,US12,Female,9.5,40,7.5,129,0.2,2015,5,103.2
4257,,56119,2015-05-19 03:16:00,United States,2228,US7,Male,9.5,42-43,9.0,149,0.0,2015,5,149.0
4258,,56120,2015-05-19 07:06:24,United Kingdom,2201,UK5,Male,9.5,42-43,9.0,149,0.0,2015,5,149.0
4259,,56121,2015-05-19 09:30:24,Canada,2188,CAN6,Male,9.5,42-43,9.0,149,0.3,2015,5,104.3
4260,,56121,2015-05-19 09:30:24,Canada,2241,CAN3,Female,9.0,39-40,7.0,179,0.0,2015,5,179.0
4261,,56122,2015-05-19 09:44:48,United States,2205,US4,Female,7.5,38,5.5,199,0.0,2015,5,199.0
4262,,56123,2015-05-19 09:44:48,Germany,2175,GER2,Male,10.0,43,9.5,199,0.2,2015,5,159.20000000000002
4263,,56124,2015-05-19 12:23:12,Canada,2157,CAN3,Male,6.0,39,5.5,169,0.0,2015,5,169.0
4264,,56124,2015-05-19 12:23:12,Canada,2194,CAN3,Male,9.5,42-43,9.0,159,0.2,2015,5,127.2
4265,,56125,2015-05-19 18:08:48,United States,2206,US12,Male,11.0,44,10.5,129,0.3,2015,5,90.3
4266,,56126,2015-05-19 20:04:00,United Kingdom,2204,UK3,Male,9.5,42-43,9.0,199,0.0,2015,5,199.0
4267,,56127,2015-05-19 20:18:24,United States,2172,US7,Male,9.5,42-43,9.0,169,0.0,2015,5,169.0
4268,,56128,2015-05-19 22:13:36,United States,2163,US14,Female,6.5,37,4.5,199,0.5,2015,5,99.5
4269,,56129,2015-05-20 03:16:00,United States,2218,US12,Male,9.0,42,8.5,179,0.0,2015,5,179.0
4270,,56130,2015-05-20 09:16:00,United States,2231,US13,Female,7.5,38,5.5,179,0.0,2015,5,179.0
4271,,56131,2015-05-20 09:44:48,Germany,2197,GER1,Male,9.0,42,8.5,159,0.3,2015,5,111.3
4272,,56132,2015-05-20 15:16:00,Canada,2198,CAN3,Male,11.5,44-45,11.0,199,0.3,2015,5,139.29999999999998
4273,,56133,2015-05-20 18:08:48,Germany,2186,GER1,Female,8.0,38-39,6.0,149,0.0,2015,5,149.0
4274,,56133,2015-05-20 18:08:48,Germany,2224,GER2,Female,8.0,38-39,6.0,159,0.0,2015,5,159.0
4275,,56134,2015-05-20 18:37:36,Canada,2209,CAN3,Male,8.5,41-42,8.0,159,0.0,2015,5,159.0
4276,,56135,2015-05-20 20:04:00,United Kingdom,2174,UK3,Male,10.5,43-44,10.0,159,0.0,2015,5,159.0
4277,,56136,2015-05-20 22:13:36,United States,2161,US14,Female,6.5,37,4.5,199,0.5,2015,5,99.5
4278,,56136,2015-05-20 22:13:36,United States,2150,US14,Female,8.0,38-39,6.0,159,0.5,2015,5,79.5
4279,,56137,2015-05-21 03:01:36,United States,2152,US13,Male,10.5,43-44,10.0,199,0.3,2015,5,139.29999999999998
4280,,56138,2015-05-21 05:40:00,United States,2210,US12,Male,9.0,42,8.5,179,0.0,2015,5,179.0
4281,,56139,2015-05-21 08:32:48,Canada,2200,CAN3,Male,9.0,42,8.5,159,0.0,2015,5,159.0
4282,,56140,2015-05-21 10:42:24,Germany,2191,GER2,Male,11.5,44-45,11.0,179,0.0,2015,5,179.0
4283,,56141,2015-05-21 15:16:00,Canada,2235,CAN5,Male,9.5,42-43,9.0,179,0.0,2015,5,179.0
4284,,56142,2015-05-21 18:08:48,Germany,2208,GER2,Male,9.5,42-43,9.0,199,0.5,2015,5,99.5
4285,,56142,2015-05-21 18:08:48,Germany,2186,GER1,Female,8.0,38-39,6.0,149,0.0,2015,5,149.0
4286,,56143,2015-05-21 20:04:00,United Kingdom,2180,UK1,Male,10.5,43-44,10.0,179,0.1,2015,5,161.1
4287,,56144,2015-05-21 21:59:12,United Kingdom,2186,UK2,Male,8.5,41-42,8.0,149,0.0,2015,5,149.0
4288,,56145,2015-05-21 22:56:48,United States,2169,US11,Male,8.0,41,7.5,199,0.1,2015,5,179.1
4289,,56146,2015-05-21 22:56:48,Germany,2180,GER3,Female,10.5,41,8.5,199,0.2,2015,5,159.20000000000002
4290,,56147,2015-05-22 04:28:00,Germany,2213,GER2,Male,11.5,44-45,11.0,159,0.5,2015,5,79.5
4291,,56148,2015-05-22 05:40:00,United States,2239,US12,Male,9.0,42,8.5,179,0.0,2015,5,179.0
4292,,56149,2015-05-22 08:32:48,Canada,2200,CAN3,Male,9.0,42,8.5,159,0.0,2015,5,159.0
4293,,56150,2015-05-22 14:04:00,United Kingdom,2165,UK5,Male,10.0,43,9.5,169,0.0,2015,5,169.0
4294,,56151,2015-05-22 18:08:48,Germany,2208,GER2,Male,9.5,42-43,9.0,199,0.5,2015,5,99.5
4295,,56152,2015-05-22 21:59:12,United Kingdom,2204,UK3,Male,9.5,42-43,9.0,199,0.0,2015,5,199.0
4296,,56153,2015-05-22 22:13:36,Germany,2203,GER2,Female,7.0,37-38,5.0,169,0.0,2015,5,169.0
4297,,56154,2015-05-22 22:56:48,United States,2196,US11,Male,11.5,44-45,11.0,159,0.3,2015,5,111.3
4298,,56155,2015-05-23 05:11:12,United Kingdom,2186,UK2,Male,8.5,41-42,8.0,149,0.0,2015,5,149.0
4299,,56156,2015-05-23 05:11:12,United Kingdom,2202,UK3,Female,6.5,37,4.5,139,0.3,2015,5,97.3
4300,,56157,2015-05-23 05:11:12,Canada,2161,CAN6,Male,8.5,41-42,8.0,179,0.0,2015,5,179.0
4301,,56158,2015-05-23 05:40:00,United States,2179,US12,Male,10.5,43-44,10.0,129,0.1,2015,5,116.10000000000001
4302,,56159,2015-05-23 07:35:12,Canada,2179,CAN3,Female,9.0,39-40,7.0,169,0.1,2015,5,152.1
4303,,56160,2015-05-23 08:32:48,Canada,2168,CAN7,Male,9.5,42-43,9.0,189,0.0,2015,5,189.0
4304,,56160,2015-05-23 08:32:48,Canada,2224,CAN1,Male,9.0,42,8.5,159,0.5,2015,5,79.5
4305,,56161,2015-05-23 18:37:36,United States,2173,US7,Male,9.0,42,8.5,139,0.0,2015,5,139.0
4306,,56162,2015-05-23 21:59:12,United Kingdom,2174,UK3,Male,10.5,43-44,10.0,159,0.0,2015,5,159.0
4307,,56163,2015-05-23 22:13:36,Canada,2176,CAN3,Male,9.0,42,8.5,189,0.1,2015,5,170.1
4308,,56164,2015-05-23 22:42:24,United States,2168,US13,Female,8.0,38-39,6.0,169,0.2,2015,5,135.20000000000002
4309,,56165,2015-05-23 22:56:48,United States,2196,US11,Male,11.5,44-45,11.0,159,0.3,2015,5,111.3
4310,,56166,2015-05-24 05:11:12,United Kingdom,2204,UK3,Male,9.5,42-43,9.0,199,0.0,2015,5,199.0
4311,,56167,2015-05-24 05:11:12,Canada,2161,CAN6,Male,8.5,41-42,8.0,179,0.0,2015,5,179.0
4312,,56168,2015-05-24 05:54:24,Canada,2154,CAN7,Male,9.5,42-43,9.0,169,0.0,2015,5,169.0
4313,,56169,2015-05-24 07:35:12,United States,2169,US14,Male,10.5,43-44,10.0,179,0.1,2015,5,161.1
4314,,56170,2015-05-24 16:28:00,United States,2221,US9,Female,8.0,38-39,6.0,159,0.0,2015,5,159.0
4315,,56170,2015-05-24 16:28:00,United States,2149,US13,Male,9.5,42-43,9.0,159,0.3,2015,5,111.3
4316,,56171,2015-05-24 18:08:48,United States,2172,US3,Male,9.0,42,8.5,139,0.1,2015,5,125.10000000000001
4317,,56172,2015-05-24 18:37:36,United States,2208,US12,Male,14.0,47,13.5,199,0.0,2015,5,199.0
4318,,56173,2015-05-25 05:11:12,Canada,2217,CAN6,Male,9.0,42,8.5,129,0.1,2015,5,116.10000000000001
4319,,56174,2015-05-25 05:54:24,Canada,2201,CAN6,Male,10.0,43,9.5,199,0.0,2015,5,199.0
4320,,56175,2015-05-25 14:18:24,United Kingdom,2170,UK1,Male,8.5,41-42,8.0,179,0.0,2015,5,179.0
4321,,56176,2015-05-25 15:01:36,Germany,2163,GER1,Male,9.5,42-43,9.0,179,0.0,2015,5,179.0
4322,,56177,2015-05-25 16:28:00,United States,2221,US9,Female,8.0,38-39,6.0,159,0.0,2015,5,159.0
4323,,56177,2015-05-25 16:28:00,United States,2227,US13,Male,10.0,43,9.5,169,0.0,2015,5,169.0
4324,,56178,2015-05-25 16:28:00,Germany,2196,GER1,Male,10.0,43,9.5,129,0.0,2015,5,129.0
